Organization Name,Contact,FLO ID,Function,Country,Product Type
M S Dyeing Printing and Finishing Ltd.,"Plot No. B 237, B 252, B 260 - 273, BSCIC Estate Enayat Nagar, Fatullah, 1420, Bangladesh",33976,"Trader, Trader that is also a Manufacturer/Processor",Bangladesh,Cotton (Seed Cotton)
M&Bee bv,"Het Rondeel 12, Maastricht, 6219 PG, Netherlands",43292,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,Cocoa (Cocoa)
M.K.Sons Pvt Ltd,"2-K.M Jaranwala road khurrianwala, Faisalabad, 38000, Pakistan",35338,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
M.P.M - Sociedade de Têxteis Gonçalo Salgado & Ca. Lda.,"Fabrica Asa, Estrada Nacional 105, Escritório H1.5, 4835-157, Portugal",32821,"Trader, Licensee",Portugal,Cotton (Seed Cotton)
M.R. Schneider GmbH,"Daimlerstraße 21, Neuenbürg, 75305, Germany",24225,Trader,Germany,Cane sugar (Cane sugar)
M/S. PARAMOUNT TEXTILE MILLS PRIVATE LIMITED,"Survey No. 108/111, Post box no.9, Thirali, Thirumangalam, Madurai, 625706, India",21535,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
M68 Mercantile Inc. DBA Caffe Umbria Canada,"107-618 Kent Avenue South, East, Vancouver, V5X 0B1, Canada",34502,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Canada,Coffee (Not specified)
MA'S Tropical Food Processing (Pvt.) Ltd.,"No. 30 Gothami Road, Colombo, CO 800, Sri Lanka",28334,"Trader, Trader that is also a Manufacturer/Processor, Exporter, Licensee",Sri Lanka,"Cane sugar (Cane sugar), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Chili pepper (Capsicum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Ginger (Zingiber officinale), , , , , ), , ,"
MACALEA GmbH & CO. KG,"Oberhafenstraße 1, Hamburg, 20097, Germany",26465,"Trader, Importer, Licensee",Germany,Fresh fruit (Not specified)
MACALEA Natura GmbH & Co. KG,"Oberhafenstraße 1, Hamburg, 20097, Germany",26158,"Trader, Importer, Licensee",Germany,Fresh fruit (Limes)
MACHU PICCHU FOODS S.A.C,"Av. Cadiz N° 208, San Isidro., Lima, 15076, Peru",21413,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Peru,"Cane sugar (Cane sugar), Cereals (Quinoa), Cocoa (Cocoa), Coffee (Arabica), Herbs, herbal teas & spices (Coconut palm sugar/nectar (Cocos nucifera))"
MAES KOFFIE N.V.,"Ankerstraat 7, Hasselt, 3500, Belgium",4169,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,Coffee (Not specified)
MAKA - SARL,"ZA - 6 rue de l'Ecluse, Wittisheim, 67820, France",2152,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Cane sugar (Cane sugar), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Ginger (Zingiber officinale), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), , , , , , , ), ,"
MAL Germany GmbH & Co. KG,"Willanzheimer Straße 10, Mainbernheim, 97350, Germany",30150,"Trader, Importer, Licensee",Germany,Oilseeds and Oleaginous fruit (Coconut)
MALENADU SAVAYAVA KRISHI PARIVAR(R),"NEAR HULEMALGI BULDG,CHOUKIMATH ROAD, SIRSI,U.K DIST, India",29015,Producer,India,"Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Ginger (Zingiber officinale), Mace (Myristica fragrans), , , , ),"
MAN Vintners (Pty) Ltd,"Oude Nektar Farm, Jonkershoek, Stellenbosch, South Africa",36701,"Trader, Trader that is also a Manufacturer/Processor",South Africa,Wine grapes (Wine grapes)
MANGOLAND S.A.,"Vía a Daule, Guayaquil, Ecuador",48722,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Ecuador,Fresh fruit (Mangoes)
"MAR Co., LTD.","No. 29, Kowa Building Annex 7F, 11-24 Tsukiji, 2-Chome, Chuo-Ku, Tokyo, 1040045, Japan",29408,"Trader, Importer, Exporter",Japan,Banana (Banana)
MARABAN SAS,"Baoufle, Marahoue, Ivory Coast",41093,Producer,Ivory Coast,Banana (Banana)
MARCOS EXPORTS PVT LTD,"#503,SECTOR 53,PHASE IV,EPIP, HSIIDC, DISTRICT SONEPAT, KUNDLI, Sonepat, India",28730,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
MARISTELLA S.R.L.,"VIA I MAGGIO 8, POZZAGLIO ED UNITI (CR), 26010, Italy",49307,"Trader, Trader that is also a Manufacturer/Processor",Italy,Cocoa (Cocoa)
MARITAS DENIM SANAYI TICARET A.S,"AKSU MAHALLESI KAZANCI ZADE SADI BULVARI, 29/A, DULKADIROGLU, KAHRAMANMARAS, 46100, Turkey",49460,"Trader, Trader that is also a Manufacturer/Processor",Turkey,Cotton (Not specified)
MARİTAŞ TEKSTİL SANAYİ VE TİCARET A.S.,"ORGANİZE SANAYİ BÖLGESİ MAH. 7. CAD. NO: 8, KAHRAMANMARAŞ, 46100, Turkey",49529,"Trader, Trader that is also a Manufacturer/Processor, Importer",Turkey,Cotton (Seed Cotton)
MASKINPAKKING AS,"Johan Follestadsv 18, Åros, 3474, Norway",32043,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Norway,Cocoa (Cocoa)
MASSEPAIN SLEEUBUS BVBA,"ISABELLALEI 92, ANTWERP, 2018, Belgium",42718,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
MATERNE,"Place André Venet, Boué, 02450, France",44469,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,"Banana (Banana), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MATERNE CONFILUX S.A.,"Allée des Cerisiers, 1, Floreffe, B-5150, Belgium",3707,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,"Banana (Banana), Cane sugar (Cane sugar), Cocoa (Cocoa), Fruit juices (Lemon), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)), Pulp (Mango)"
MBS Malagasy Best Spices,"Lot I 07B 076 Ambonara, Nosy Be Hell-ville, 207, Madagascar",45790,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MC Agri Alliance,"3-7, Otemachi 1-chome, CHIYODA-KU, TOKYO, 100-0004, Japan",36590,"Trader, Trader that is also a Manufacturer/Processor, Importer, Exporter",Japan,"Cocoa (Cocoa), Coffee (Arabica)"
MCPA TopFruit Dominicana SRL,"Calle 27 de Febrero. No 55, Local Comercial B4 del Edificio Llopis., Sector Centro / Mao, Mao, Dominican Republic",29824,"Producer that also exports for other producers, Exporter, Producer",Dominican Republic,Banana (Banana)
MEC 3 s.r.o.,"Psohlavců 1731/8a, Prague, 14700, Czech Republic",32968,Trader,Czech Republic,Cocoa (Cocoa)
MEDADUMBARA ORGANIC MINOR EXPORT CROP PRODUCERS SOCIETY.,"C/o, MILCO (pvt) Company, MILCO Milk Chilling center, Pahurukandawatta, Siyabalagastanna, Teldaniya, Sri Lanka",27186,Producer,Sri Lanka,"Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Ginger (Zingiber officinale), Turmeric (Curcuma species), White Pepper (Piper nigrum))"
MEDPRIBA S.A.S,"Calle Bolívar, Buena Vista, 070110, Ecuador",46129,Producer,Ecuador,Banana (Banana)
MEGAVOR SA,"Av. Luis Alberto de Herrera 1183 OF 203, Montevideo, 11300, Uruguay",49029,"Trader, Exporter",Uruguay,"Honey (A Quality, B Quality)"
MENEKŞE TEKSTİL SAN. TİC. A.Ş.,"Bozburun Mh. Bozburun Cd. No:19, Merkez Denizli, 20020, Turkey",39502,"Trader, Trader that is also a Manufacturer/Processor",Turkey,Cotton (Seed Cotton)
MEVA MADAGASCAR,"Lot M 79 route de Vohemar, Ampanefena, 209, Madagascar",45411,Producer,Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MEYNENDONCKX CHOCOLATIER,"Ambachtstraat 5, Oud-Turnhout, 2360, Belgium",44839,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
MFO Holland B.V.,"Van Boetzelaerlaan 189, Den Haag, 2581 AT, Netherlands",45956,"Trader, Importer",Netherlands,Flowers and Plants (Cut Flowers)
MFRESH SAS,"Rue Villebois Mareuil 16, Lyon, 69003, France",39862,"Trader, Importer, Licensee",France,Flowers and Plants (Cut Flowers)
MFTPC Al-Muqadasa Fair Trade Producers’ Company,"Al Dabbeh Street, Main Circle, Jenin Old City, Jenin, Palestine",19914,Producer,Palestine,"Honey (Not specified), Nuts (Almonds), Oilseeds and Oleaginous fruit (Olive Oil, Olives)"
MILA FAIR CLOTHINGS PRIVATE LIMITED,"1/100 D,Moonukattipalayam, Pudhupalayam Post, Avinashi Taluk, 641654, India",28481,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
MILCOM servis a.s.,"Husova 1285, Brandýs nad Labem-Stará Boleslav, 250 01, Czech Republic",39268,"Trader, Trader that is also a Manufacturer/Processor",Czech Republic,Cocoa (Cocoa)
MINERA SOTRAMI S.A,"Santa Filomena, Distrito de Sancos, Santa Filomena, Peru",25370,Producer,Peru,Gold & associated Precious Metals (Gold)
MINOG AG,"Werkstrasse 16, Diepoldsau, 9444, Switzerland",44104,"Trader, Trader that is also a Manufacturer/Processor",Switzerland,Vegetables (Potatoes)
"MJ Distribution, Inc.","711 W 40th St Suite 210A, Baltimore, 21211, United States",46255,Trader,United States,"Cane sugar (Cane sugar), Cocoa (Cocoa)"
MKB (Asia) Private Limited,"51, Zoo Narangi Road, Gitanagar, Kamrup, 781021, India",39379,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Tea (Camellia sinensis)
MM Flowers BV,"Randweg 119-B, De Kwakel, 1424 MZ, Netherlands",33645,"Trader, Importer",Netherlands,Flowers and Plants (Not specified)
MM Flowers Ltd,"Plerson Road, The Enterprise Campus, Alconbury Weald, Huntingdon, PE28 4YA, United Kingdom",26915,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,Flowers and Plants (Not specified)
MM&N Farmers (Public) Company Limited,"PO Box 26, Tshaneni, L308, Eswatini",27960,Producer,Eswatini,Cane sugar (Cane sugar)
MOCAFE Kaffeerösterei,"Zettersfeldstrasse 60, GAIMBERG, 9905, Austria",29944,"Trader, Trader that is also a Manufacturer/Processor",Austria,Coffee (Not specified)
MOCOFFEE Europe UNIPESSOAL,"Rua da Logistica 7, Vila Nova de Rainha, 2050-542, Portugal",39404,"Trader, Trader that is also a Manufacturer/Processor",Portugal,Coffee (Not specified)
MOFO Deluxe Pty Ltd t/a The Original Cocoa Traders,"Level 4, 100 Albert Road, South Melbourne, 3205, Australia",44706,"Trader, Importer, Licensee",Australia,Cocoa (Cocoa)
MOGADOR s.r.o.,"tř. Tomáše Bati 1664, Otrokovice, 765 02, Czech Republic",34651,"Trader, Trader that is also a Manufacturer/Processor",Czech Republic,Cocoa (Cocoa)
MOKACO,"21 rue Aristide Briand, Vanves, 92170, France",45860,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Coffee (Arabica)
MOKALP SAS,"200 CHEMIN DES POMMIERS, La Saulce, 05110, France",48350,"Trader, Trader that is also a Manufacturer/Processor",France,Coffee (Not specified)
MONDELEZ EUROPE PROCUREMENT GMBH - UK Branch,"Cadbury House, Sanderson Road, Uxbridge, UB8 1DH, United Kingdom",44880,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,"Cane sugar (Cane sugar secondary product, Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Ginger (Zingiber officinale), Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MONTAGNE CAFES,"193 chemin des Queffaix, Vacheresse, 74360, France",45288,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,"Coffee (Arabica, Robusta)"
MONTANA COFFEE AND TEA SERVICES,"109-2465 Stevenage Drive, Ottawa, K1G 3W2, Canada",1312,"Trader, Trader that is also a Manufacturer/Processor",Canada,Coffee (Not specified)
MOONBEAN COFFEE CO.,"30 St. Andrew Street, Toronto, M5T 1K6, Canada",1306,"Trader, Licensee",Canada,Coffee (Not specified)
MORALCO SRL,"PIAZZA DELLA LIBERTA’ 46, ALTAVILLA VICENTINA, Italy",48410,Trader,Italy,Cane sugar (Cane sugar)
MOULIN DE LA TRAPPE,"85, route de Sept-Fons, DIOU, 03290, France",46245,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MPREIS Warenvertriebs GmbH,"Florianiweg 16a, Völs, 6176, Austria",44526,"Trader, Licensee",Austria,Cocoa (Cocoa)
MRN Cane Power India Limited,"KallapurS.K,Khanapur S.K,TQ: Badami, Bagalakote, 587115, India",45959,"Trader, Trader that is also a Manufacturer/Processor",India,"Cane sugar (By-products of cane sugar, Cane sugar)"
MSS Multi-purpose Co-operative Society Limited,"C/o MSS, Level 7, Medine Mews, Chaussée Street, Port Louis, Mauritius",47484,Producer,Mauritius,Cane sugar (Cane sugar)
MUL Aromatiques,"Zone Industrielle de la Sarrée, Route de Gourdon, Le Bar-sur-Loup, 06620, France",46439,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Cane sugar (Cane sugar), Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
MUL Naturals,"ZI La Sarrée, Route de Gourdon, Le-Bar-Sur-Loup, 06620, France",43382,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Cane sugar (Cane sugar), Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Maas International BV,"Science Park Eindhoven 5051, Eindhoven, 5692EB, Netherlands",19464,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,"Coffee (Arabica, Robusta), Tea (Camellia sinensis)"
Maasai Flowers Ltd,"Namanga Road, Along Athi River, Nairobi, Kenya",29533,"Producer, Producer that is also a Manufacturer/Processor",Kenya,Flowers and Plants (Cut Flowers)
Mabua and Wowaa Cooperative Society Ltd,"Samma Town Main Road, Kenema, Sierra Leone",45047,Producer,Sierra Leone,Cocoa (Cocoa)
Macaw Coffee SA de CV,"Barrio la Herradura, San Marcos, 43201, Honduras",48131,"Trader, Exporter",Honduras,"Coffee (Arabica, Coffee secondary product)"
Mackays Ltd,"James Chalmers Road, Arbroath, DD11 3LR, United Kingdom",47179,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,Cane sugar (Cane sugar)
Macphie of Glenbervie Ltd,"Glenbervie, Stonehaven, AB39 3YG, United Kingdom",33024,"Trader, Trader that is also a Manufacturer/Processor",United Kingdom,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Madagascar Flavors,"LOT M79 Route de Vohemar, Ampanefena, Madagascar",40091,"Trader, Exporter",Madagascar,"Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Mademoiselle Desserts Waregem,"Vichtseweg 109, Waregem, 8790, Belgium",33534,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
Madhu Jayanti International Private Limited,"No. 200 E, Palathurai Road, Near Texcity College, Madukkarai Market, Coimbatore, 641105, India",45122,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,"Herbs, herbal teas & spices (Rooibos (Aspalathus linearis)), Tea (Camellia sinensis)"
Madulsima Plantations PLC,"Hingurugama Complex, Badulla, 90000, Sri Lanka",45156,Producer,Sri Lanka,Tea (Camellia sinensis)
Maeskes Roem,"Kortenbosdries 10, Moorsel, 9310, Belgium",30149,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,Coffee (Not specified)
Maestrani Schweizer Schokoladen AG,"Toggenburgerstrasse 41, Flawil, 9230, Switzerland",1451,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Switzerland,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)), Oilseeds and Oleaginous fruit (Coconut)"
Mafa Organic for Trade & Export Ltd,"13 Abdel Khalek Tharwat Street, Cairo, 11777, Egypt",18458,"Trader, Exporter",Egypt,"Fresh fruit (Lemons, Limes, Oranges, Soft Citrus, Table Grapes)"
Magnolia Sp. z o.o.,"Transportowa 3, Lubsko, 68-300, Poland",48225,"Trader, Trader that is also a Manufacturer/Processor",Poland,Cocoa (Cocoa)
Magnos Agaveros del Campo S.P.R. de R.L,"Rafael Sánchez Nro 200 Colonia Don Bosco, Amatitán, 45380, Mexico",45839,Producer,Mexico,"Herbs, herbal teas & spices (Not specified)"
Magrabi Agriculture,"80 km Alex- Cairo Desert Road, Nobaria, Nobaria, Egypt",3656,"Producer, Producer that is also a Manufacturer/Processor",Egypt,"Fresh fruit (Lemons, Limes, Oranges, Soft Citrus, Table Grapes), Vegetables (Sweet Potatoes (Ipomoea batatas))"
Mahenge AMCOS,"PO Box 518, Mbinga, Tanzania",24213,"Producer, Producer that is also a Manufacturer/Processor",Tanzania,Coffee (Arabica)
Mahindra Agri Solutions Limited,"Farm Equipment Sector, 5th Floor, Engine PU Building, Gate No. 4, Akurli Road, 400 101, India",39328,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Fresh fruit (Table Grapes)
Mahmood Textile Mills Limited,"Weaving Unit, #7 Plot,# 90-93, Phase 1, Industrial Estate, Multan, Pakistan",46753,"Trader, Trader that is also a Manufacturer/Processor, Importer",Pakistan,Cotton (Seed Cotton)
Maina Panettoni S.p.A.,"Via Bra ( Tagliata), 109, Fossano, 12045, Italy",41338,"Trader, Trader that is also a Manufacturer/Processor",Italy,Cocoa (Cocoa)
Maison J. Quillé et fils,"Z.A de l'agavon, 19 avenue Lamartine, Les Pennes Mirabeau, 13170, France",3085,"Trader, Licensee",France,"Coffee (Arabica, Robusta)"
Maison Josy Juckem S.à.r.l.,"19-23 op de Géieren, Sprinckange (Dippach), 4970, Luxembourg",27723,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Luxembourg,Coffee (Arabica)
Maison P. JOBIN & Cie,"Océane Building 2, Avenue Foch – CS 50095, LE HAVRE Cédex (France), 76050, France",1161,"Trader, Importer, Licensee",France,Coffee (Not specified)
Majestic Basmati Rice Pvt. Ltd(CP: Majestic Farmer Welfare Society),"Village - Bamanpura, Post Chitri, Tahsil Dataganj, Block- Myaun, 243635, India",48362,Producer,India,"Rice (Not specified), Vegetables (Pulses)"
Maji Mazuri Flowers Limited,"PO Box 7640, Eldoret, 30100, Kenya",29542,"Producer, Producer that is also a Manufacturer/Processor",Kenya,Flowers and Plants (Cut Flowers)
Makomboki Tea Factory Company Ltd,"MAKOMBOKI-KANGARI LOCATION, Kenya",4670,Producer,Kenya,Tea (Camellia sinensis)
Malabar B.V.,"Mijestraat 35, Rotterdam, 3044CE, Netherlands",45801,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,"Cane sugar (Cane sugar), Coffee (Arabica, Robusta)"
Malita Organic Fairtrade Farmers Association(MOFFA),"Malita, Davao Occidental, 8012, Philippines",46315,Producer,Philippines,"Banana (Banana), Oilseeds and Oleaginous fruit (Coconut)"
Malleable Jewellers Corporation,"964 St Clair Avenue West, Toronto, M6E1A1, Canada",39823,"Trader, Licensee",Canada,Gold & associated Precious Metals (Gold)
Malmo Exports Private Limited,"Plot W-1, MIDC, Near Fire brigade, Badlapur East., Badlapur, 421503, India",42512,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
Malmö Chokladfabrik AB,"Virkesvägen 9, Oxie, 238 37, Sweden",19961,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Sweden,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Not specified), Herbs, herbal teas & spices (Chili pepper (Capsicum species), Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)), Oilseeds and Oleaginous fruit (Coconut)"
